date,vix,vxn,gvz,ovx,stlfsi,hy_oas,ig_oas,move
2021-06-14,-1.18,-1.53,-0.57,-1.07,,-1.69,-1.65,-0.78
2021-06-15,-0.95,-1.28,-0.48,-1.39,,-1.64,-1.6,-0.96
2021-06-16,-0.56,-1.12,-0.44,-0.91,,-1.96,-2.05,-0.79
2021-06-17,-0.68,-1.37,0.33,-0.29,,-1.68,-1.98,-0.71
2021-06-18,0.3,-0.82,0.47,-0.9,-0.74,-1.42,-1.92,0.1
2021-06-21,-0.62,-1.22,-0.08,-0.68,,-1.67,-1.86,0.3
2021-06-22,-1.0,-1.38,-0.22,-0.83,,-1.55,-1.57,-0.24
2021-06-23,-1.09,-1.39,-0.46,-0.74,,-1.65,-1.53,-0.76
2021-06-24,-1.18,-1.41,-0.74,-1.27,,-1.94,-1.72,-0.89
2021-06-25,-1.27,-1.44,-0.96,-1.4,-0.75,-2.14,-1.9,-0.76
2021-06-28,-1.19,-1.34,-0.9,-1.26,,-1.99,-1.84,-0.64
2021-06-29,-1.08,-1.2,-0.38,-1.21,,-2.05,-1.78,-0.55
2021-06-30,-1.12,-1.16,-0.5,-1.03,,-1.92,-1.73,-0.46
2021-07-01,-1.21,-1.15,-0.59,-1.07,,-1.98,-1.47,-0.41
2021-07-02,-1.31,-1.34,-0.9,-0.97,-0.78,-1.8,-1.44,-1.23
2021-07-05,,,,,,-1.81,-1.4,
2021-07-06,-0.87,-0.9,-0.79,-0.01,,-1.65,-1.37,-0.54
2021-07-07,-0.95,-0.85,-0.95,0.87,,-1.61,-1.14,0.2
2021-07-08,0.06,-0.18,-0.51,0.23,,-1.03,-0.71,0.4
2021-07-09,-0.94,-0.8,-0.91,-0.12,-0.66,-1.43,-0.69,0.08
2021-07-12,-0.94,-1.23,-1.13,0.22,,-1.52,-0.68,0.24
2021-07-13,-0.58,-0.87,-1.31,-0.44,,-1.55,-0.87,0.26
2021-07-14,-0.9,-1.13,-1.4,0.12,,-1.16,-0.85,-0.36
2021-07-15,-0.6,-1.09,-1.2,0.09,,-0.9,-0.62,-0.4
2021-07-16,0.09,-0.78,-1.6,-0.09,-0.72,-0.63,-0.38,-0.14
2021-07-19,2.02,0.02,-0.19,1.71,,1.08,0.1,1.66
2021-07-20,0.72,-0.56,-1.17,2.72,,0.71,0.37,1.95
2021-07-21,-0.14,-0.98,-1.15,0.94,,-0.21,0.15,1.22
2021-07-22,-0.24,-1.18,-1.66,-0.27,,-0.18,0.18,1.19
2021-07-23,-0.46,-1.41,-1.6,-0.71,-0.52,-0.3,-0.05,1.3
2021-07-26,-0.27,-0.93,-0.86,-0.4,,-0.36,-0.03,2.04
2021-07-27,0.63,0.01,-0.5,-0.47,,0.14,-0.01,2.25
2021-07-28,0.12,-0.7,-0.38,-0.56,,0.09,0.02,0.73
2021-07-29,-0.18,-0.84,-0.81,-0.79,,-0.14,-0.24,0.69
2021-07-30,0.1,-0.72,-0.93,-1.0,-0.68,0.15,-0.22,0.51
2021-07-31,,,,,,0.72,0.14,
2021-08-02,0.74,-0.43,-0.77,-0.16,,1.11,0.51,1.14
2021-08-03,0.02,-0.82,-0.91,0.21,,1.67,0.56,1.34
2021-08-04,-0.01,-0.73,-1.12,1.47,,1.65,0.59,0.78
2021-08-05,-0.35,-0.92,-1.16,0.64,,1.18,0.6,0.97
2021-08-06,-0.92,-1.15,0.06,0.74,-0.6,0.71,0.61,0.8
2021-08-09,-0.61,-1.09,1.6,1.8,,0.88,0.62,1.5
2021-08-10,-0.57,-0.78,1.22,0.71,,0.69,0.63,1.67
2021-08-11,-0.93,-0.73,0.01,0.47,,1.12,0.65,0.41
2021-08-12,-1.15,-1.16,-0.18,-0.02,,0.84,0.65,-0.28
2021-08-13,-1.21,-1.5,-0.77,-0.17,-0.75,1.0,0.66,-0.68
2021-08-16,-0.86,-1.24,-0.23,0.67,,1.17,0.67,0.16
2021-08-17,0.05,-0.34,0.32,0.86,,1.06,0.67,0.36
2021-08-18,1.86,0.99,-0.04,1.22,,0.87,1.05,-0.11
2021-08-19,1.85,0.64,0.07,1.23,,1.45,1.42,0.18
2021-08-20,0.31,-0.43,-0.62,1.12,-0.54,1.0,1.42,0.31
2021-08-23,-0.39,-0.9,-0.03,0.55,,0.74,1.44,0.79
2021-08-24,-0.36,-0.87,-0.5,0.02,,0.05,1.08,0.96
2021-08-25,-0.57,-0.96,0.04,-0.32,,-0.28,0.71,1.28
2021-08-26,0.44,-0.22,0.67,-0.12,,-0.45,0.73,1.04
2021-08-27,-0.76,-1.36,-0.71,-0.49,-0.65,-0.7,0.34,-0.12
2021-08-30,-0.84,-1.11,-0.41,-0.38,,-0.78,0.35,0.35
2021-08-31,-0.7,-0.93,-0.46,-0.65,,-0.34,0.37,0.22
2021-09-01,-0.87,-0.77,-0.87,-0.11,,-0.51,0.38,-0.09
2021-09-02,-0.71,-0.68,-1.3,-1.44,,-0.75,0.39,-0.57
2021-09-03,-0.7,-0.78,-1.08,0.13,-0.64,-0.91,0.4,-1.1
2021-09-06,,,,,,-0.97,0.42,
2021-09-07,0.13,-0.28,-0.61,-0.99,,-0.7,0.43,-0.28
2021-09-08,0.05,-0.33,-0.89,-1.24,,-0.69,0.44,-0.28
2021-09-09,0.45,-0.06,-0.93,-0.67,,-0.76,0.45,-1.21
2021-09-10,1.48,0.49,-0.85,-0.75,-0.6,-1.08,0.02,-1.37
2021-09-13,0.71,0.03,-0.91,-0.96,,-1.22,-0.4,-1.06
2021-09-14,0.75,0.08,-0.97,-0.69,,-1.03,-0.38,-1.32
2021-09-15,0.13,-0.57,-0.81,-1.02,,-1.25,-0.37,-0.87
2021-09-16,0.38,-0.53,0.15,-0.79,,-1.38,-0.36,-0.91
2021-09-17,1.42,0.43,0.16,-1.0,-0.56,-1.51,-0.36,-0.41
2021-09-20,3.99,3.01,1.35,-0.19,,0.08,0.08,0.31
2021-09-21,3.23,2.75,0.88,-0.4,,-0.41,0.09,0.23
2021-09-22,1.46,0.94,0.82,-0.94,,-1.06,-0.34,-0.45
2021-09-23,0.36,0.02,1.39,-0.96,,-1.54,-0.77,-0.27
2021-09-24,-0.05,-0.11,0.91,-0.48,-0.45,-1.34,-1.61,0.07
2021-09-27,0.49,0.48,0.64,-0.2,,-1.22,-1.98,0.49
2021-09-28,2.71,3.67,1.47,0.12,,-0.61,-1.52,0.93
2021-09-29,2.3,3.15,2.26,-0.1,,-0.93,-1.49,0.6
2021-09-30,2.46,2.95,1.93,0.83,,-0.41,-0.65,0.56
2021-10-01,1.49,1.94,0.81,0.47,-0.52,0.03,-0.64,-0.21
2021-10-04,2.24,3.23,1.43,0.43,,0.13,-0.63,0.44
2021-10-05,1.45,2.03,1.13,0.4,,-0.21,-0.63,0.89
2021-10-06,1.29,1.7,1.14,1.42,,0.84,-0.22,0.41
2021-10-07,0.63,0.91,0.74,2.68,,-0.02,-0.21,0.46
2021-10-08,0.28,0.87,-0.1,0.52,-0.52,0.07,-0.21,0.18
2021-10-11,0.81,1.02,-0.25,0.64,,0.08,-0.2,
2021-10-12,0.73,0.97,-0.86,0.25,,0.77,0.2,0.86
2021-10-13,0.18,-0.06,-0.3,-0.04,,0.51,0.2,0.39
2021-10-14,-0.61,-1.06,-0.53,0.2,,-0.1,-0.2,0.05
2021-10-15,-0.84,-1.3,-0.9,-0.61,-0.6,-0.62,-0.61,0.78
2021-10-18,-0.84,-1.14,-0.27,-0.35,,-0.7,-0.61,2.51
2021-10-19,-1.11,-1.37,-0.55,-0.33,,-0.87,-0.63,1.93
2021-10-20,-1.2,-1.16,-0.61,-0.33,,-1.03,-0.64,1.28
2021-10-21,-1.38,-1.19,-0.75,0.04,,-1.35,-0.66,2.11
2021-10-22,-1.18,-0.95,0.05,0.12,-0.73,-1.0,-0.68,2.59
2021-10-25,-1.24,-1.08,1.45,-0.1,,-0.65,-0.68,1.86
2021-10-26,-0.9,-0.8,0.43,-0.27,,-0.82,-0.69,1.34
2021-10-27,-0.46,-0.46,0.63,0.32,,-0.65,-0.71,2.0
2021-10-28,-0.66,-0.63,0.23,0.2,,-0.91,-0.74,2.3
2021-10-29,-0.77,-0.68,0.64,0.38,-0.65,-0.92,-0.77,2.84
2021-10-31,,,,,,-0.33,-0.8,
2021-11-01,-0.71,-0.64,0.99,0.04,,-0.26,-0.37,3.18
2021-11-02,-0.88,-0.64,1.21,-0.31,,0.16,0.09,1.78
2021-11-03,-1.27,-0.77,0.9,0.78,,-0.12,0.07,1.76
2021-11-04,-1.12,-0.4,0.29,0.51,,-0.05,-0.46,0.54
2021-11-05,-0.68,0.18,1.43,0.29,-0.54,-0.69,-0.48,0.94
2021-11-08,-0.37,0.31,1.43,0.23,,-1.51,-1.01,1.63
2021-11-09,-0.14,0.66,1.53,-0.19,,-1.04,-0.49,1.94
2021-11-10,0.26,0.91,1.55,0.04,,-1.22,-0.49,2.74
2021-11-11,-0.21,0.49,1.71,-0.21,,-1.22,-0.49,
2021-11-12,-0.8,0.08,1.53,-0.23,-0.63,-0.96,0.02,2.65
2021-11-15,-0.72,0.21,1.69,-0.13,,-0.87,0.01,2.95
2021-11-16,-0.77,0.01,1.21,-0.64,,-0.69,1.04,2.79
2021-11-17,-0.45,0.13,1.21,-0.92,,-0.23,1.52,2.64
2021-11-18,-0.24,0.05,0.59,0.27,,-0.02,1.51,1.58
2021-11-19,-0.1,0.2,0.21,0.11,-0.53,0.47,1.51,1.38
2021-11-22,0.45,0.98,1.03,-0.05,,-0.1,1.49,2.12
2021-11-23,0.57,1.38,1.32,-0.49,,1.03,2.42,2.22
2021-11-24,0.21,1.09,1.21,-0.62,,1.2,2.33,2.45
2021-11-25,,,,,,1.18,2.24,
2021-11-26,4.19,2.96,2.79,7.19,-0.35,3.65,4.08,3.07
2021-11-29,1.85,1.31,2.14,5.36,,2.73,4.03,2.89
2021-11-30,3.26,2.37,2.63,5.95,,3.56,3.95,2.18
2021-12-01,4.18,3.51,2.97,5.25,,2.72,3.61,1.98
2021-12-02,2.94,2.89,2.87,2.41,,2.34,3.59,1.88
2021-12-03,3.49,3.8,2.14,3.11,-0.05,2.4,3.08,1.47
2021-12-06,2.36,2.59,1.54,2.04,,1.37,2.66,2.33
2021-12-07,0.84,1.17,1.03,1.07,,-0.35,2.06,2.26
2021-12-08,0.27,0.85,0.39,0.72,,0.01,1.75,1.42
2021-12-09,0.74,1.32,0.63,0.96,,0.3,1.7,1.31
2021-12-10,-0.08,0.53,-0.98,0.81,-0.55,0.59,1.9,0.78
2021-12-13,0.37,0.55,-0.26,0.76,,0.87,1.84,0.97
2021-12-14,0.79,0.93,0.26,1.73,,1.02,2.01,1.2
2021-12-15,0.05,0.32,-0.77,1.87,,0.88,1.95,0.7
2021-12-16,0.4,0.88,-1.13,1.13,,0.81,1.89,0.2
2021-12-17,0.67,1.26,-1.29,0.93,-0.34,1.1,1.83,0.52
2021-12-20,1.02,1.62,-0.45,2.15,,1.45,2.19,0.96
2021-12-21,0.47,0.71,-0.88,1.27,,0.32,1.91,1.17
2021-12-22,-0.21,-0.17,-1.43,0.6,,0.05,1.66,0.89
2021-12-23,-0.41,-0.43,-1.76,0.35,,-0.59,1.43,0.92
2021-12-24,,-0.42,-1.72,0.35,-0.45,,,
2021-12-27,-0.48,-0.29,-0.76,0.33,,-1.29,1.2,1.17
2021-12-28,-0.5,-0.35,-1.19,0.08,,-1.33,0.99,0.89
2021-12-29,-0.67,-0.44,-1.1,-0.02,,-1.16,0.77,0.92
2021-12-30,-0.56,-0.41,-1.48,-0.03,,-0.72,0.76,0.86
2021-12-31,-0.59,-0.48,-1.62,0.21,-0.76,-0.64,0.94,0.79
2022-01-03,-0.77,-0.49,-0.8,-0.32,,-0.98,0.73,1.44
2022-01-04,-0.67,-0.14,-0.81,-0.12,,-0.69,0.52,1.31
2022-01-05,0.13,1.01,0.16,0.4,,-0.82,0.31,0.87
2022-01-06,0.08,0.93,-0.23,-0.42,,-0.25,0.31,0.76
2022-01-07,-0.17,0.86,-1.15,-0.4,-0.65,0.09,0.3,0.46
2022-01-10,0.0,0.9,-0.58,-0.34,,0.37,0.49,0.77
2022-01-11,-0.29,0.39,-0.98,-0.69,,-0.06,0.48,0.73
2022-01-12,-0.53,0.11,-0.86,-0.69,,-0.89,0.47,0.39
2022-01-13,0.25,1.24,-1.03,-0.41,,-0.61,0.66,0.18
2022-01-14,-0.08,0.8,-1.51,0.02,-0.61,-0.67,0.64,0.56
2022-01-17,,,,,,-0.67,0.63,
2022-01-18,0.96,1.9,-1.11,0.13,,-0.46,0.81,1.33
2022-01-19,1.25,1.74,-0.5,0.17,,-0.54,0.99,0.87
2022-01-20,1.7,2.15,-1.12,-0.01,,-0.61,1.16,0.93
2022-01-21,2.51,2.99,-1.0,0.13,0.05,0.71,1.71,0.92
2022-01-24,2.65,3.19,0.24,0.69,,1.72,2.02,1.19
2022-01-25,2.81,3.57,0.42,0.65,,1.34,1.95,1.26
2022-01-26,2.84,3.31,0.37,0.42,,0.37,1.54,1.37
2022-01-27,2.42,2.8,1.18,0.54,,1.76,2.2,1.34
2022-01-28,1.73,1.98,1.13,0.62,0.55,2.65,2.46,1.28
2022-01-31,1.06,1.26,0.66,0.01,,2.64,2.53,1.24
2022-02-01,0.39,0.77,0.44,-0.12,,1.82,2.11,1.23
2022-02-02,0.41,1.09,-0.49,-0.06,,1.41,2.05,1.17
2022-02-03,0.91,1.43,-0.09,-0.04,,1.73,1.98,1.25
2022-02-04,0.65,1.21,-0.61,0.15,-0.22,1.96,2.08,1.46
2022-02-07,0.57,1.13,0.1,0.08,,2.12,2.16,1.41
2022-02-08,0.25,0.76,-0.22,-0.16,,1.77,2.09,0.82
2022-02-09,-0.09,0.45,-0.47,-0.37,,1.24,1.87,0.69
2022-02-10,0.81,1.11,-0.13,0.12,,1.1,1.67,1.49
2022-02-11,1.57,1.92,1.97,0.52,-0.4,2.24,1.92,2.14
2022-02-14,1.74,1.84,3.05,0.68,,2.55,2.0,3.02
2022-02-15,1.13,1.22,1.67,0.61,,2.1,1.94,1.97
2022-02-16,0.8,0.86,1.99,0.71,,2.08,2.29,1.78
2022-02-17,1.6,1.57,3.45,1.11,,2.28,2.72,2.15
2022-02-18,1.48,1.5,2.17,0.96,0.82,2.37,2.84,1.9
2022-02-21,,,,,,2.27,2.7,
2022-02-22,1.66,1.48,1.56,0.73,,2.06,2.92,2.0
2022-02-23,2.05,1.84,1.31,0.76,,1.86,2.88,1.92
2022-02-24,1.85,1.56,1.65,0.58,,2.66,3.54,2.55
2022-02-25,1.26,1.0,1.85,0.61,1.27,1.3,2.82,1.61
2022-02-28,1.73,1.27,3.77,0.93,,1.88,2.96,2.39
2022-03-01,2.28,1.71,4.52,1.89,,2.28,3.07,4.09
2022-03-02,1.73,1.26,3.57,1.84,,1.51,2.9,3.04
2022-03-03,1.63,1.29,3.88,2.08,,1.47,2.75,3.31
2022-03-04,1.87,1.56,4.97,3.23,2.13,2.15,3.02,4.38
2022-03-07,2.6,2.22,5.43,3.17,,2.47,3.22,4.47
2022-03-08,2.26,2.02,5.19,2.72,,2.43,3.44,3.62
2022-03-09,1.73,1.48,3.55,2.37,,2.02,3.07,1.9
2022-03-10,1.3,1.25,2.75,1.78,,2.16,2.96,1.45
2022-03-11,1.36,1.34,2.24,1.79,1.77,2.24,2.92,0.97
2022-03-14,1.5,1.62,1.97,1.52,,2.5,2.83,1.38
2022-03-15,1.13,1.24,1.83,1.33,,2.55,2.74,1.06
2022-03-16,0.55,0.49,1.41,0.94,,1.69,2.28,1.01
2022-03-17,0.35,0.22,1.3,1.62,,1.18,1.8,0.36
2022-03-18,0.01,-0.13,1.21,1.69,0.47,1.15,1.63,0.34
2022-03-21,-0.07,0.04,1.15,1.78,,0.69,1.36,1.07
2022-03-22,-0.19,-0.16,0.77,1.63,,0.77,1.22,1.29
2022-03-23,-0.08,0.05,1.53,1.83,,0.81,1.19,1.28
2022-03-24,-0.45,-0.16,1.66,1.51,,0.63,1.22,1.77
2022-03-25,-0.63,-0.29,1.77,1.45,-0.45,0.1,1.02,2.51
2022-03-28,-0.87,-0.47,1.34,1.27,,0.19,1.0,2.65
2022-03-29,-1.02,-0.62,0.81,0.88,,-0.35,0.8,1.83
2022-03-30,-0.95,-0.53,0.74,0.75,,-0.52,0.73,1.47
2022-03-31,-0.72,-0.42,0.51,0.45,,-0.19,0.53,1.05
2022-04-01,-0.9,-0.65,0.2,0.17,0.0,-0.29,0.4,1.12
2022-04-04,-1.11,-0.86,0.23,0.15,,-0.51,0.27,1.1
2022-04-05,-0.63,-0.33,0.02,0.11,,-0.7,0.08,1.57
2022-04-06,-0.41,-0.02,0.13,0.07,,0.0,0.25,1.98
2022-04-07,-0.51,-0.12,0.01,0.19,,0.2,0.24,1.84
2022-04-08,-0.58,-0.2,-0.01,0.12,0.38,0.3,0.35,1.91
2022-04-11,0.07,0.38,0.22,0.27,,0.82,0.46,2.13
2022-04-12,0.06,0.31,0.25,0.32,,0.87,0.63,1.39
2022-04-13,-0.41,-0.45,0.07,-0.04,,0.92,0.79,1.27
2022-04-14,-0.23,-0.02,-0.2,0.15,,0.6,0.66,1.43
2022-04-15,,,,,0.68,,,
2022-04-18,-0.33,0.11,0.16,-0.07,,0.46,0.7,1.54
2022-04-19,-0.5,0.01,-0.08,-0.13,,0.25,0.74,1.52
2022-04-20,-0.71,-0.14,-0.1,0.03,,0.17,0.79,1.61
2022-04-21,-0.24,0.48,-0.09,-0.19,,-0.03,0.83,1.86
2022-04-22,0.87,1.34,0.11,-0.07,0.34,0.46,0.99,1.67
2022-04-25,0.61,0.98,0.23,0.09,,0.94,1.09,1.8
2022-04-26,1.88,2.03,0.15,0.16,,1.02,1.12,1.64
2022-04-27,1.46,1.55,0.12,0.13,,1.19,1.22,1.64
2022-04-28,1.11,1.22,0.07,0.01,,0.97,1.19,1.53
2022-04-29,1.73,1.75,0.29,0.12,2.2,1.27,1.22,1.48
2022-04-30,,,,,,1.37,1.31,
2022-05-02,1.49,1.62,0.34,0.2,,1.6,1.28,1.78
2022-05-03,0.87,1.22,0.22,0.18,,1.32,1.2,1.3
2022-05-04,0.12,0.35,-0.04,0.09,,1.71,1.23,1.04
2022-05-05,1.22,1.45,0.1,0.23,,1.45,1.09,1.06
2022-05-06,1.0,1.47,-0.09,0.22,2.22,1.9,1.12,0.97
2022-05-09,1.85,2.3,0.4,0.5,,2.75,1.34,1.14
2022-05-10,1.47,1.96,0.25,0.31,,2.78,1.37,1.2
2022-05-11,1.36,2.05,0.3,0.05,,2.75,1.35,0.72
2022-05-12,1.19,2.16,0.65,-0.04,,3.21,1.51,0.74
2022-05-13,0.59,1.31,0.55,-0.19,3.17,2.67,1.42,0.51
2022-05-16,0.29,1.25,0.52,-0.14,,2.75,1.51,0.67
2022-05-17,-0.0,0.43,0.18,-0.31,,2.36,1.49,0.73
2022-05-18,0.98,1.51,0.06,-0.17,,2.86,1.65,0.46
2022-05-19,0.63,0.89,0.21,-0.27,,2.91,1.74,0.46
2022-05-20,0.63,0.88,-0.09,-0.34,2.29,2.76,1.77,0.22
2022-05-23,0.41,0.63,-0.01,-0.58,,2.44,1.61,0.15
2022-05-24,0.6,0.85,-0.18,-0.78,,2.62,1.64,0.18
2022-05-25,0.35,0.64,-0.46,-0.82,,2.09,1.3,-0.16
2022-05-26,0.14,0.21,-0.62,-0.91,,1.23,0.95,-0.37
2022-05-27,-0.26,-0.19,-0.73,-0.71,2.16,0.77,0.73,-0.64
2022-05-30,-0.08,,,,,0.75,0.72,
2022-05-31,-0.15,0.05,-0.85,-0.52,,0.8,0.63,-0.12
2022-06-01,-0.25,-0.05,-0.94,-0.61,,0.57,0.4,-0.0
2022-06-02,-0.46,-0.32,-0.89,-0.76,,0.6,0.46,-0.67
2022-06-03,-0.43,-0.23,-1.09,-0.93,0.88,0.73,0.44,-0.79
2022-06-06,-0.35,-0.11,-1.0,-0.75,,0.67,0.35,-0.51
2022-06-07,-0.58,-0.38,-1.05,-0.98,,1.01,0.41,-0.51
2022-06-08,-0.59,-0.45,-1.23,-1.14,,0.98,0.31,-0.35
2022-06-09,-0.12,0.05,-1.15,-1.2,,1.15,0.37,-0.37
2022-06-10,0.25,0.34,-0.74,-1.31,1.21,1.33,0.59,0.24
2022-06-13,1.65,1.88,0.32,-0.8,,2.12,0.98,1.97
2022-06-14,1.31,1.39,0.68,-0.92,,2.11,0.97,2.25
2022-06-15,0.6,0.61,-0.2,-0.88,,1.87,0.87,1.64
2022-06-16,1.33,1.38,0.21,-0.98,,2.54,1.2,1.76
2022-06-17,0.9,0.88,0.06,-0.66,1.48,2.39,1.27,1.43
2022-06-20,0.85,,,,,2.29,1.26,
2022-06-21,0.65,0.71,-0.66,-0.99,,2.01,1.16,1.78
2022-06-22,0.37,0.67,-0.65,-0.71,,2.44,1.6,1.11
2022-06-23,0.38,0.51,-0.53,-0.76,,2.44,1.75,0.8
2022-06-24,-0.04,0.13,-0.78,-0.95,2.42,1.99,1.62,0.86
2022-06-27,-0.1,0.07,-0.8,-0.94,,1.8,1.5,1.29
2022-06-28,0.22,0.52,-0.77,-0.98,,2.01,1.65,1.41
2022-06-29,0.18,0.49,-0.72,-0.74,,2.53,1.79,1.03
2022-06-30,0.31,0.69,-0.19,-0.7,,2.8,2.26,1.39
2022-07-01,-0.14,0.22,0.0,-0.64,2.93,2.73,2.26,1.99
2022-07-04,0.05,,,,,2.61,2.17,
2022-07-05,0.06,0.36,0.4,-0.26,,2.57,2.25,2.77
2022-07-06,-0.11,0.09,0.59,-0.03,,2.19,2.01,2.31
2022-07-07,-0.25,-0.15,0.08,-0.24,,1.71,1.55,2.14
2022-07-08,-0.57,-0.54,-0.3,-0.33,2.34,1.47,1.27,1.78
2022-07-11,-0.2,-0.11,-0.18,-0.2,,1.54,1.33,1.89
2022-07-12,0.09,0.15,-0.15,-0.04,,1.49,1.39,1.86
2022-07-13,-0.0,0.07,-0.64,-0.34,,1.5,1.36,1.02
2022-07-14,-0.09,-0.17,-0.17,-0.16,,1.54,1.42,1.12
2022-07-15,-0.62,-0.71,-0.27,-0.3,1.37,1.32,1.25,0.6
2022-07-18,-0.34,-0.4,-0.18,-0.57,,1.11,1.0,0.46
2022-07-19,-0.52,-0.62,-0.54,-0.68,,0.89,0.92,0.24
2022-07-20,-0.67,-0.63,-0.2,-0.85,,0.62,0.76,0.11
2022-07-21,-0.85,-0.92,-0.48,-0.3,,0.72,0.75,-0.03
2022-07-22,-0.86,-0.93,-0.69,-0.78,0.48,0.66,0.73,0.13
2022-07-25,-0.77,-0.86,-0.68,-0.74,,0.63,0.87,0.44
2022-07-26,-0.44,-0.49,-0.8,-0.75,,0.76,1.0,0.44
2022-07-27,-0.81,-0.82,-1.18,-0.55,,0.76,0.9,-0.4
2022-07-28,-1.03,-1.09,-1.48,-0.84,,0.62,0.81,-0.24
2022-07-29,-1.28,-1.39,-1.65,-1.01,0.71,0.32,0.56,-0.53
2022-07-31,,,,,,0.39,0.7,
2022-08-01,-0.91,-1.03,-1.01,-0.31,,0.33,0.6,-0.22
2022-08-02,-0.66,-0.72,-1.11,0.29,,0.05,0.51,0.44
2022-08-03,-1.2,-1.22,-1.48,-0.24,,-0.07,0.41,-0.13
2022-08-04,-1.35,-1.27,-1.4,1.03,,-0.08,0.39,-0.24
2022-08-05,-1.43,-1.44,-1.81,-0.58,-0.09,-0.26,0.29,-0.08
2022-08-08,-1.41,-1.33,-1.5,-1.25,,-0.33,0.27,0.04
2022-08-09,-1.31,-1.15,-1.52,-1.31,,-0.28,0.34,0.11
2022-08-10,-1.85,-1.82,-1.77,-1.19,,-0.5,0.03,-0.69
2022-08-11,-1.7,-1.72,-2.03,-1.53,,-0.71,-0.49,-1.03
2022-08-12,-1.86,-1.96,-2.33,-1.89,0.14,-0.66,-0.63,-1.41
2022-08-15,-1.73,-1.88,-2.15,-1.06,,-0.7,-0.77,-0.81
2022-08-16,-1.76,-1.81,-2.13,0.06,,-0.7,-0.91,-0.56
2022-08-17,-1.67,-1.6,-2.03,0.48,,-0.58,-0.73,-0.48
2022-08-18,-1.73,-1.77,-1.94,-0.79,,-0.54,-0.77,-0.27
2022-08-19,-1.45,-1.45,-1.56,0.14,0.24,-0.43,-0.69,0.02
2022-08-22,-0.66,-0.75,-1.13,0.26,,-0.16,-0.49,0.96
2022-08-23,-0.59,-0.76,-1.56,-0.79,,-0.08,-0.4,0.78
2022-08-24,-0.93,-0.93,-1.47,-0.46,,-0.23,-0.67,0.71
2022-08-25,-1.2,-1.14,-1.62,-0.31,,-0.27,-0.82,0.17
2022-08-26,-0.22,-0.27,-1.66,-0.84,0.69,-0.19,-0.84,-0.1
2022-08-29,-0.05,-0.14,-1.29,-0.62,,0.04,-0.59,0.47
2022-08-30,-0.03,-0.19,-0.99,0.03,,0.25,-0.48,0.28
2022-08-31,-0.11,-0.16,-0.7,0.79,,0.5,-0.1,0.05
2022-09-01,-0.18,-0.14,-0.25,1.36,,0.58,0.16,0.2
2022-09-02,-0.18,-0.11,-0.75,1.36,0.86,0.52,0.14,-0.26
2022-09-05,-0.02,,,,,0.53,0.26,
2022-09-06,0.24,0.21,-0.29,0.12,,0.32,0.25,0.75
2022-09-07,-0.38,-0.28,-0.79,1.18,,0.28,0.23,0.71
2022-09-08,-0.65,-0.53,-0.98,0.54,,-0.1,-0.06,0.01
2022-09-09,-0.86,-0.83,-1.22,-0.24,0.38,-0.61,-0.34,-0.19
2022-09-12,-0.54,-0.66,-1.26,-1.72,,-0.76,-0.48,-0.06
2022-09-13,0.47,0.19,-0.61,-1.47,,-0.37,-0.48,0.39
2022-09-14,0.17,0.05,-0.47,-1.19,,-0.24,-0.48,0.11
2022-09-15,0.23,0.08,0.91,-0.84,,-0.18,-0.61,0.0
2022-09-16,0.25,0.16,0.18,-0.56,0.03,0.32,-0.19,0.07
2022-09-19,0.08,0.05,0.22,-0.79,,0.05,-0.33,0.77
2022-09-20,0.52,0.34,0.36,-0.24,,0.05,-0.32,0.82
2022-09-21,0.8,0.55,0.33,-0.07,,0.03,-0.31,0.49
2022-09-22,0.6,0.29,0.03,-0.63,,0.12,-0.16,0.58
2022-09-23,1.42,0.89,0.94,0.76,1.57,0.57,0.26,0.98
2022-09-26,2.11,1.48,1.45,2.78,,0.7,0.68,2.19
2022-09-27,2.16,1.56,0.85,2.42,,0.77,1.21,2.42
2022-09-28,1.4,1.08,0.87,2.06,,1.29,2.36,2.38
2022-09-29,1.86,1.49,1.17,1.81,,1.32,2.39,1.55
2022-09-30,1.74,1.39,1.02,2.15,2.5,1.15,2.17,1.08
2022-10-03,1.28,1.08,1.46,2.23,,1.13,1.86,1.82
2022-10-04,0.96,0.75,1.0,3.05,,0.42,1.2,1.66
2022-10-05,0.8,0.72,1.07,1.43,,0.34,1.31,1.68
2022-10-06,1.33,1.14,1.04,1.16,,-0.0,0.9,1.74
2022-10-07,1.53,1.42,1.01,1.21,1.52,0.14,1.14,1.37
2022-10-10,1.78,1.86,1.49,0.55,,0.15,1.12,
2022-10-11,2.03,2.02,1.48,0.69,,0.66,2.01,1.83
2022-10-12,1.95,1.99,1.34,0.55,,0.79,2.45,2.15
2022-10-13,1.48,1.61,1.12,0.25,,0.62,2.36,1.73
2022-10-14,1.47,1.43,1.1,0.17,1.79,0.37,2.15,1.55
2022-10-17,1.33,1.22,1.01,0.15,,0.09,2.07,1.35
2022-10-18,1.12,0.95,0.55,-0.22,,-0.13,1.89,0.98
2022-10-19,1.18,1.01,0.67,-0.66,,-0.08,1.94,1.12
2022-10-20,1.0,0.88,0.58,-0.6,,-0.27,1.77,1.69
2022-10-21,0.93,0.76,0.51,-0.85,0.67,-0.01,1.93,1.75
2022-10-24,0.98,0.83,0.82,-0.67,,-0.21,1.55,1.5
